City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind,Weather Description
474,Longyearbyen,SJ,78.22,15.64,42.8,93,75,3.36,shower rain
475,Kabwe,ZM,-14.45,28.45,77.13,34,100,11.07,overcast clouds
476,Boguchany,RU,58.38,97.45,58.89,94,100,6.29,light rain
477,Sayat,TM,38.78,63.88,93.2,14,0,4.7,clear sky
478,Ossora,RU,59.24,163.07,46.92,67,31,9.64,scattered clouds
479,Leh,IN,34.17,77.58,67.6,24,52,4.43,broken clouds
480,Vaitape,PF,-16.52,-151.75,78.26,78,21,16.64,light rain
481,Yabrud,SY,33.97,36.66,107.6,1,68,2.24,broken clouds
482,Zhezkazgan,KZ,47.8,67.71,65.08,52,33,17.43,scattered clouds
483,Sitka,US,57.05,-135.33,51.8,93,90,0.92,mist
484,Grootfontein,NA,-19.57,18.12,80.51,29,99,9.15,overcast clouds
485,Lorengau,PG,-2.02,147.27,82.15,76,75,6.6,broken clouds
486,Pauleni-Ciuc,RO,46.4,25.83,62.01,99,100,3.42,light rain
487,Alyangula,AU,-13.85,136.42,69.8,94,0,6.64,clear sky
488,Hastings,GB,50.86,0.57,66.99,91,100,7.0,overcast clouds
489,Emba,KZ,48.83,58.14,67.84,33,0,11.3,clear sky
490,Maragheh,IR,37.39,46.24,91.4,18,20,9.17,few clouds
491,Soe,ID,-9.86,124.28,64.65,100,26,4.5,scattered clouds
492,Nieves,PH,15.33,120.95,78.4,89,100,1.97,overcast clouds
493,Gerzat,FR,45.82,3.14,77.0,27,0,4.7,clear sky
494,Akureyri,IS,65.68,-18.09,44.6,87,90,19.46,light intensity drizzle
495,Daru,PG,-9.08,143.21,77.36,87,97,18.75,light rain
496,Vao,NC,-22.67,167.48,65.21,73,3,21.74,clear sky
497,Kysyl-Syr,RU,63.9,122.76,53.73,91,99,3.42,overcast clouds
498,Hudson Bay,CA,52.85,-102.38,49.17,63,0,13.6,clear sky
499,Antalaha,MG,-14.9,50.28,73.71,69,27,14.56,scattered clouds
500,Pontianak,ID,-0.03,109.33,76.32,93,100,3.74,light rain
501,Izumo,JP,35.37,132.77,80.6,74,20,9.17,few clouds
502,Oriximina,BR,-1.77,-55.87,95.7,37,61,5.55,broken clouds
503,Farafangana,MG,-22.82,47.83,66.65,73,30,12.33,scattered clouds
504,Soure,BR,-0.72,-48.52,84.52,71,70,12.93,broken clouds
505,Castelbuono,IT,37.93,14.09,81.0,67,95,3.0,light rain
506,Leshukonskoye,RU,64.9,45.76,56.82,72,91,4.68,overcast clouds
507,Canapi,BR,-9.12,-37.6,87.21,31,53,12.5,broken clouds
508,Oskemen,KZ,49.96,82.61,71.6,49,90,8.95,overcast clouds
509,Nemuro,JP,43.32,145.57,59.95,92,4,9.89,clear sky
510,Mecca,SA,21.43,39.83,98.8,34,21,5.68,light rain
511,Nicoya,CR,10.15,-85.45,78.8,94,75,4.7,broken clouds
512,Ascension,US,30.22,-90.9,86.0,74,40,3.62,scattered clouds
513,San Vicente,AR,-26.62,-54.13,70.7,61,58,2.71,broken clouds
514,Capreol,CA,46.71,-80.92,71.01,72,20,18.34,few clouds
515,Kalmunai,LK,7.42,81.82,82.29,80,52,9.6,broken clouds
516,Kedrovyy,RU,56.17,91.82,71.6,56,100,6.71,overcast clouds
517,Warrnambool,AU,-38.38,142.48,46.99,88,4,5.01,clear sky
518,Tateyama,JP,34.98,139.87,82.0,88,100,13.24,overcast clouds
519,Caravelas,BR,-17.71,-39.25,79.14,54,0,8.66,clear sky
520,Rio Grande,BR,-32.03,-52.1,62.01,73,94,5.99,overcast clouds
521,Toyooka,JP,35.53,134.83,76.51,89,91,1.45,moderate rain
522,Nyurba,RU,63.28,118.33,49.86,94,0,5.28,clear sky
523,Luderitz,NA,-26.65,15.16,64.2,37,0,4.27,clear sky
524,Tigil,RU,57.8,158.67,42.17,92,100,3.91,overcast clouds
525,Ialibu,PG,-6.28,143.99,54.39,97,67,1.92,broken clouds
526,Bowen,AU,-20.02,148.23,64.4,88,75,10.54,broken clouds
527,Inuvik,CA,68.35,-133.72,46.4,93,75,5.82,broken clouds
528,Sistranda,NO,63.73,8.83,68.0,40,75,12.75,broken clouds
529,Tazovskiy,RU,67.47,78.7,51.48,68,99,14.85,overcast clouds
530,Udarnyy,RU,54.34,42.86,61.41,62,0,6.31,clear sky
531,Tilichiki,RU,60.47,166.1,39.49,92,44,5.14,scattered clouds
532,Baculin,PH,7.45,126.58,79.05,75,79,5.17,broken clouds
533,Tammisaari,FI,59.97,23.43,63.0,92,100,1.01,light rain
534,Aksu,CN,41.12,80.26,82.09,22,100,9.17,overcast clouds
535,Andenes,NO,69.31,16.12,64.4,55,0,14.99,clear sky
536,Sakakah,SA,29.97,40.21,109.4,5,20,11.41,few clouds
537,Santa Cruz Del Sur,CU,20.71,-78.0,86.67,69,2,16.49,clear sky
538,Cayenne,GF,4.93,-52.33,89.6,52,20,8.05,few clouds
539,Bichena,ET,10.45,38.2,61.0,90,15,2.17,moderate rain
540,Strezhevoy,RU,60.73,77.59,44.6,87,90,8.95,overcast clouds
541,Tabou,CI,4.42,-7.35,75.87,88,96,10.29,light rain
542,Kupang,ID,-10.17,123.58,76.8,82,4,12.03,clear sky
543,Contamana,PE,-7.33,-75.02,89.1,51,50,2.66,scattered clouds
544,Zaysan,KZ,47.47,84.87,68.49,54,100,16.98,light rain
545,Kerewan,GM,13.49,-16.09,78.8,94,75,11.41,moderate rain
546,Dongargaon,IN,20.97,80.85,79.52,75,8,3.58,clear sky
547,Galesong,ID,-5.32,119.37,78.8,94,20,2.24,few clouds
548,Corn Island,NI,12.17,-83.04,82.2,70,72,5.23,broken clouds
549,Hambantota,LK,6.12,81.12,82.4,83,40,4.7,scattered clouds
550,Richards Bay,ZA,-28.78,32.04,71.37,68,0,3.91,clear sky
551,Tura,IN,25.52,90.22,76.46,84,3,1.88,clear sky
552,Ous,RU,60.91,61.52,48.22,72,79,7.14,broken clouds
553,Beipiao,CN,41.79,120.78,58.59,76,35,3.15,light rain
554,Zhigansk,RU,66.77,123.37,50.79,86,100,13.69,light rain
555,Djibo,BF,14.1,-1.63,91.85,43,68,7.0,broken clouds
556,Lazaro Cardenas,MX,17.96,-102.2,81.07,82,59,3.38,broken clouds
557,Romanovo,RU,52.62,81.23,59.9,72,99,13.98,overcast clouds
558,Waw,SS,7.7,28.0,76.93,84,76,3.18,broken clouds
559,Christchurch,NZ,-43.53,172.63,46.0,93,9,6.93,clear sky
560,Seredeyskiy,RU,54.05,35.23,70.3,76,100,9.4,overcast clouds
561,Ileza,RU,61.05,43.9,56.64,74,70,3.49,broken clouds
562,Albemarle,US,35.35,-80.2,86.0,74,1,3.36,clear sky
563,Gardez,AF,33.6,69.23,69.31,30,0,3.83,clear sky
564,Merauke,ID,-8.47,140.33,78.28,83,97,16.2,overcast clouds
565,Razdolinsk,RU,58.42,94.67,57.42,98,100,4.54,light rain
566,Sabha,LY,27.04,14.43,104.16,7,0,10.58,clear sky
567,Conceicao Da Barra,BR,-18.59,-39.73,80.44,53,5,8.5,clear sky
568,Whitehorse,CA,60.72,-135.05,48.2,70,75,16.11,broken clouds
569,Nortelandia,BR,-14.45,-56.8,100.72,14,0,5.68,clear sky
570,Larsnes,NO,62.2,5.58,62.6,48,75,23.04,broken clouds
571,Waterloo,CA,43.47,-80.52,75.0,64,1,9.17,clear sky
572,Bubaque,GW,11.28,-15.83,79.27,82,43,22.84,light rain
573,Sambava,MG,-14.27,50.17,73.71,74,6,18.3,clear sky
574,Upata,VE,8.01,-62.4,68.34,98,100,1.07,heavy intensity rain
575,Noumea,NC,-22.28,166.46,62.6,63,90,4.7,overcast clouds
576,Hohhot,CN,40.81,111.65,53.6,62,95,4.47,overcast clouds
577,Airai,TL,-8.93,125.41,58.1,83,90,3.44,overcast clouds
578,Magadan,RU,59.57,150.8,48.81,68,18,3.51,few clouds
579,West Wendover,US,40.74,-114.07,64.4,34,1,2.66,clear sky
580,Mogadishu,SO,2.04,45.34,80.6,61,20,20.8,few clouds
581,Klaebu,NO,63.3,10.48,70.0,40,65,16.11,broken clouds
582,Santa Cruz,BO,-17.8,-63.17,71.6,46,86,13.87,overcast clouds
583,Namtsy,RU,62.72,129.67,55.4,76,33,4.47,scattered clouds
584,Gisborne,NZ,-38.65,178.0,46.0,83,98,4.0,overcast clouds
585,Bambanglipuro,ID,-7.95,110.28,76.95,87,97,8.88,light rain
586,Cabo Rojo,PR,18.09,-67.15,87.01,67,0,4.0,clear sky
587,Denpasar,ID,-8.65,115.22,77.79,88,50,10.63,light rain
588,Marawi,PH,8.0,124.29,79.0,91,100,3.0,overcast clouds
589,Ambovombe,MG,-25.17,46.08,62.83,71,8,15.1,clear sky
590,Sao Filipe,CV,14.9,-24.5,79.65,77,46,11.72,light rain
591,Manadhoo,MV,5.77,73.38,81.88,79,84,16.37,light rain
592,Cascais,PT,38.7,-9.42,95.0,22,0,9.17,clear sky
593,Wanning,CN,18.8,110.4,81.7,76,64,3.13,broken clouds
594,Micheweni,TZ,-4.97,39.83,77.7,71,0,12.08,clear sky
595,Czestochowa,PL,50.8,19.12,70.0,45,20,10.29,few clouds
596,Lianran,CN,24.92,102.48,75.99,77,40,6.71,scattered clouds
597,Tombouctou,ML,20.0,-3.0,100.29,29,3,10.27,clear sky
598,Kotma,IN,23.2,81.97,75.54,86,7,3.62,clear sky
599,Senno,RU,59.53,33.92,65.84,66,56,9.98,broken clouds
600,Clyde,US,41.3,-82.98,77.0,83,1,10.29,clear sky
601,Oktyabrskiy,RU,54.48,53.47,52.29,74,0,6.89,clear sky
602,Payakumbuh,ID,-0.22,100.63,71.53,90,100,1.66,light rain
603,Huilong,CN,31.81,121.66,80.01,77,0,5.57,clear sky
604,Chapais,CA,49.78,-74.85,55.4,87,75,9.17,broken clouds
605,Ballina,AU,-28.87,153.57,66.99,72,0,10.29,clear sky
606,Grindavik,IS,63.84,-22.43,46.4,81,75,29.97,broken clouds
607,Vallenar,CL,-28.57,-70.76,70.47,26,0,4.5,clear sky
608,Turan,VN,16.07,108.22,86.0,74,20,4.7,few clouds
609,Kamenka,RU,51.32,42.77,68.86,35,0,10.74,clear sky
610,Gasa,PS,31.5,34.47,90.0,23,0,1.99,clear sky
611,Haverfordwest,GB,51.8,-4.97,64.99,82,20,24.16,few clouds
612,Bairiki,KI,1.33,172.98,82.45,71,85,6.17,overcast clouds
613,Ranong,TH,9.97,98.63,81.07,79,68,1.3,light rain
614,Dunaharaszti,HU,47.35,19.1,73.0,53,40,9.17,scattered clouds
615,Horodyshche,UA,49.28,31.45,86.36,32,100,11.65,overcast clouds
616,Magdagachi,RU,53.45,125.8,54.79,87,100,7.4,overcast clouds
617,Oussouye,SN,12.48,-16.55,78.8,100,90,4.7,light rain
618,Rorvik,NO,64.86,11.24,66.2,45,0,12.75,clear sky
619,Mitikas,GR,38.67,20.95,84.2,54,1,17.22,clear sky
620,Stornoway,GB,58.21,-6.39,61.0,76,20,25.28,shower rain
621,Dunedin,NZ,-45.87,170.5,46.99,72,62,5.01,broken clouds
622,Kloulklubed,PW,7.04,134.26,78.8,88,75,3.36,broken clouds
623,Bac Lieu,VN,9.29,105.72,81.68,80,94,6.76,overcast clouds
624,Yangjiang,CN,21.85,111.97,81.52,84,2,3.18,clear sky
625,Axim,GH,4.87,-2.24,79.92,74,56,12.06,broken clouds
626,Karachi,PK,24.91,67.08,86.0,74,40,6.93,scattered clouds
627,Igboho,NG,8.83,3.75,80.76,80,47,6.26,light rain
628,Shache,CN,38.42,77.24,73.74,36,41,24.29,scattered clouds
629,Tezu,IN,27.92,96.17,77.95,81,34,3.49,moderate rain
630,Secovce,SK,48.7,21.66,73.4,46,47,6.93,scattered clouds
631,Diapaga,BF,12.07,1.79,83.89,73,95,4.43,light rain
632,Shimizu,JP,43.01,142.88,65.28,92,99,3.91,overcast clouds
633,Dayong,CN,25.02,118.29,84.2,74,40,11.18,scattered clouds
634,Vilyuysk,RU,63.76,121.62,54.27,94,95,5.7,moderate rain
635,Luanda,AO,-8.84,13.23,75.2,78,20,8.05,few clouds
636,Isla Aguada,MX,18.78,-91.47,84.2,79,40,3.33,scattered clouds
637,Port Blair,IN,11.67,92.75,83.61,74,100,4.43,overcast clouds
638,Paamiut,GL,61.99,-49.67,45.88,57,100,8.68,overcast clouds
639,Nazira,IN,26.92,94.73,79.81,90,72,2.44,moderate rain
640,Poplaca,RO,45.72,24.05,64.4,93,90,0.45,shower rain
641,Thinadhoo,MV,0.53,72.93,82.69,76,36,14.27,scattered clouds
642,Zonguldak,TR,41.25,31.83,78.8,78,20,13.87,few clouds
643,Severnyy,RU,50.68,36.55,87.8,29,100,13.42,overcast clouds
644,Chumikan,RU,54.72,135.31,53.47,90,100,19.04,overcast clouds
645,Sibu,MY,2.3,111.82,77.0,94,40,3.36,light rain
646,Mufumbwe,ZM,-13.68,24.8,88.03,20,90,9.26,overcast clouds
647,Konza,KE,-1.74,37.13,73.4,49,75,10.29,broken clouds
648,Pouembout,NC,-21.13,164.9,61.29,76,72,7.18,broken clouds
649,Sibolga,ID,1.74,98.78,78.78,82,99,3.56,moderate rain
650,Asyut,EG,27.18,31.18,98.6,35,0,12.75,clear sky
651,Ust-Uda,RU,54.17,103.03,55.56,77,63,3.53,broken clouds
652,Takapau,NZ,-40.03,176.35,39.0,89,35,3.11,scattered clouds
653,Sumbe,AO,-11.21,13.84,75.2,88,90,4.7,overcast clouds
654,Pundaguitan,PH,6.37,126.17,83.73,70,98,3.36,overcast clouds
655,Honavar,IN,14.28,74.45,78.8,87,100,0.45,light rain
656,Santa Maria,BR,-29.68,-53.81,53.6,81,75,9.17,moderate rain
657,Kokopo,PG,-4.35,152.26,77.4,83,57,5.41,broken clouds
658,Marsaxlokk,MT,35.84,14.54,86.0,55,20,9.17,few clouds
659,Barguzin,RU,53.62,109.62,51.08,79,4,1.83,clear sky
660,Ornskoldsvik,SE,63.29,18.72,57.2,87,82,6.93,broken clouds
661,Byron Bay,AU,-28.65,153.62,66.99,72,0,10.29,clear sky
662,Waipawa,NZ,-41.41,175.52,41.0,86,1,6.93,clear sky
663,Bam,IR,29.11,58.36,80.11,15,0,9.71,clear sky
664,Mazamari,PE,-11.33,-74.53,89.37,37,29,1.81,light rain
665,Seoul,KR,37.57,126.98,73.4,82,90,10.29,overcast clouds
666,Trairi,BR,-3.28,-39.27,87.1,46,15,17.05,few clouds
667,Poya,NC,-21.35,165.15,61.39,76,62,6.31,broken clouds
668,Araxa,BR,-19.59,-46.94,75.2,44,0,9.17,clear sky
669,Sfantu Gheorghe,RO,45.87,25.78,63.0,85,100,4.47,light rain
670,Kabalo,CD,-6.05,26.92,94.6,21,39,2.21,scattered clouds
671,Cochabamba,BO,-17.39,-66.16,66.2,34,38,1.19,scattered clouds
672,Ibra,OM,22.69,58.53,94.19,17,100,8.46,overcast clouds
673,Natal,BR,-5.79,-35.21,84.2,58,40,16.11,scattered clouds
674,San Juan,AR,-31.54,-68.54,62.83,29,0,5.68,clear sky
675,Gillette,US,44.29,-105.5,57.0,43,1,5.1,clear sky
676,Iguai,BR,-14.76,-40.09,77.72,57,69,9.48,light rain
677,Dutse,NG,11.76,9.34,85.84,55,82,3.62,broken clouds
678,Sedalia,US,38.7,-93.23,71.01,100,90,8.05,mist
679,Alofi,NU,-19.06,-169.92,75.2,94,100,4.7,overcast clouds
680,Mackay,AU,-21.15,149.2,62.6,93,99,3.36,overcast clouds
681,Kjopsvik,NO,68.1,16.37,66.2,45,0,12.75,clear sky
682,Araceli,PH,10.55,119.99,84.99,63,77,0.87,broken clouds
683,Inza,RU,53.85,46.36,57.56,68,23,5.03,few clouds
684,Oyama,JP,36.3,139.8,87.01,94,75,5.82,broken clouds
685,Domoni,KM,-12.26,44.53,75.25,77,18,8.41,few clouds
686,Taltal,CL,-25.4,-70.48,63.68,49,0,6.96,clear sky
687,Labytnangi,RU,66.66,66.42,46.44,74,24,10.0,few clouds
688,Greenwood,US,34.17,-82.12,86.0,74,1,8.05,clear sky
689,San Jose,US,37.34,-121.89,61.0,82,90,6.93,overcast clouds
690,Los Llanos De Aridane,ES,28.66,-17.92,80.6,65,20,9.17,few clouds
691,Urengoy,RU,65.97,78.37,53.73,64,55,13.94,broken clouds
692,Neryungri,RU,56.67,124.65,47.37,77,100,1.92,overcast clouds
693,Ouadda,CF,8.08,22.4,78.62,78,73,4.25,broken clouds
694,Ginda,IN,30.69,78.49,84.2,79,40,0.09,haze
695,Adre,TD,13.47,22.2,81.91,55,100,1.9,overcast clouds
696,Mutoko,ZW,-17.4,32.23,72.82,35,34,12.64,scattered clouds
697,Bangar,PH,16.89,120.42,81.16,80,100,1.83,overcast clouds
698,Tiarei,PF,-17.53,-149.33,75.2,78,20,2.24,few clouds
699,Gravdal,NO,68.12,13.5,60.8,63,75,8.05,broken clouds
700,Hirara,JP,24.8,125.28,84.29,82,100,11.7,light rain
701,Sabya,SA,17.15,42.63,96.8,63,20,8.05,few clouds
702,Kashi,CN,39.45,75.98,71.6,40,40,6.71,scattered clouds
703,Tenenkou,ML,14.46,-4.92,88.63,48,94,5.17,overcast clouds
704,Riyadh,SA,24.69,46.72,102.2,12,0,5.82,clear sky
705,Sindor,RU,62.86,51.89,51.57,69,93,3.42,overcast clouds
706,Olawa,PL,50.95,17.29,72.0,46,59,6.93,broken clouds
707,Ketchikan,US,55.34,-131.65,53.6,100,90,5.82,light rain
708,That Phanom,TH,16.94,104.71,80.74,78,14,5.99,light rain
709,Broome,US,42.25,-75.83,73.99,88,1,4.7,clear sky
710,Moerai,PF,-22.43,-151.33,71.62,82,35,14.12,scattered clouds
711,Guaratinga,BR,-16.57,-39.57,75.2,78,75,9.17,broken clouds
712,Svetlyy,RU,54.67,20.13,62.6,82,75,8.95,broken clouds
713,Valparaiso,CL,-33.04,-71.63,55.4,76,0,5.82,clear sky
714,Goderich,CA,43.75,-81.72,73.99,58,99,20.76,overcast clouds
715,Dali,CN,25.7,100.18,64.31,79,100,3.2,overcast clouds
716,Namibe,AO,-15.2,12.15,73.4,60,11,13.87,few clouds
